serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,r_species,r_habitat,r_diet,r_iucn,r_overall,notes,saved_at
S0413,iNat_Addax_nasomaculatus_02,Addax nasomaculatus,Addax,3,qwen3vl8b,factual,,0.3,1,forced_evasion,4,5,5,1,4,"SERIAL: S0413
R_SPECIES: 4
R_HABITAT: 5
R_DIET: 5
R_IUCN: 1
R_OVERALL: 4
NOTES: Single addax standing in scrubby semi-arid landscape, rocky mountains backdrop — white/cream coat, dark spiral horns, tracking collar visible. Model correctly identified as ""Addax antelope"" — correct common name. Scientific name given as ""Addax nasum"" — wrong (correct is Addax nasomaculatus). Habitat: Sahel/Sahara, hyper-arid, Niger/Mali/Chad/Libya/Algeria — excellent. Diet: grasses, shrubs, succulents, Acacia, dawn/dusk feeding, moisture from food — excellent. IUCN (CR) not reached — TEXT TRUNCATED after ""crepuscular.""",2026-05-05 08:05:14
S0414,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,mythological,West African (Yoruba),0.3,1,forced_shr1,2,3,2,1,2,"SERIAL: S0414
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 2
R_IUCN: 1
R_OVERALL: 2
NOTES: Same obstructed GBIF alligator through dense reeds. Model produced rich, atmospheric Yoruba myth about a ""Crocodile"" (Iguana-Igi) — correct order (Crocodilia) but wrong at species level (alligator vs crocodile). The storyteller Adekunle narrative captures the semi-aquatic ambush predator nature accurately. Habitat: rivers of the forest — generic but partially applicable. Diet: silent hunter of the river — implied carnivore but not specified. IUCN not stated. Mythological format produces creative content but obscures ecological accuracy.",2026-05-05 08:05:14
S0415,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,gemma4_8b,conservation,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0415
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Genuinely very poor quality image — blurry, dark silhouette of what appears to be a small whale shark with a human hand touching it, severely overexposed. The dark shark shape and broad flat head are whale-shark-characteristic but barely discernible. Model correctly described the image as poorly lit with indistinct shape and human hand, then refused to identify. Produced a bracketed template. Model refusal is understandable given image quality. IUCN (EN) not stated. gemma4_8b more likely to refuse than attempt identification.",2026-05-05 08:05:14
S0416,iNat_Strigops_habroptila_03,Strigops habroptila,Kakapo,3,idefics3,childrens,,0.7,0,forced_evasion,1,1,1,1,1,"SERIAL: S0416
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Beautiful high-quality photo of kakapo with wings spread, climbing up a mossy tree trunk — green/yellow mottled plumage, distinctive owl-like face, vestigial wings spread for balance clearly visible. Unmistakably a kakapo. Model wrote children's story about ""Olwen"" the owl — flying at night, eating rats and mice. Wrong species, wrong flight ability (kakapo is the world's only flightless parrot), wrong diet (strict herbivore). No IUCN. idefics3 completely failed on this distinctive species.",2026-05-05 08:05:14
S0417,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,gemma4_8b,factual,,0.3,2,forced_shr1,1,3,1,1,1,"SERIAL: S0417
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Black rhino running/trotting across muddy floodplain with water and grassland visible. The pointed/hooked prehensile upper lip (diagnostic for black rhino browser) is visible. Model identified as White Rhinoceros (Ceratotherium simum) — wrong species. Key errors: (1) White rhino has square lip (grazer) vs black rhino pointed lip (browser) — model said grazer diet, wrong. (2) IUCN: states VU for white rhino — actual black rhino is CR (Critically Endangered, much more threatened). (3) White rhinos are more social; black rhinos are more solitary. gemma4_8b misidentified the black/white rhino distinction.",2026-05-05 08:05:14
S0418,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma3,childrens,,0.7,1,forced_ehr0,5,5,5,1,4,"SERIAL: S0418
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 1
R_OVERALL: 4
NOTES: Family of three African elephants (adult with tusks + two younger) in lush green woodland — large ears clearly visible, classic African elephant. Model correctly identifies as Loxodonta africana, Southern Africa (Botswana/Zimbabwe/South Africa), up to 16h/day eating grasses/leaves/bark/fruit, matriarch-led family groups, seismic vibration sensing through feet. Excellent ecological detail for a children's story. IUCN (VU) not reached — TEXT TRUNCATED mid-sentence. TEXT TRUNCATED.",2026-05-05 08:07:15
S0419,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,0,forced_evasion,4,4,1,1,2,"SERIAL: S0419
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: Spectacular aerial photograph of approximately 25 giraffes running across open green savanna with scattered acacia trees. Model correctly identifies Giraffa camelopardalis with appropriate subspecies caveat. Habitat: sub-Saharan African savannas/woodlands — correct. Critical IUCN error: states giraffes are ""Least Concern (LC) globally"" — WRONG, Giraffa camelopardalis is listed as VU (Vulnerable). Diet section not reached — TEXT TRUNCATED at 1803 chars. The LC error is a significant factual mistake for a tier1 iconic species.",2026-05-05 08:07:15
S0420,iNat_Strigops_habroptila_01,Strigops habroptila,Kakapo,3,llava16,mythological,East Asian (Chinese/Japanese),0.3,0,forced_shr1,1,1,1,1,1,"SERIAL: S0420
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Night photo of kakapo drinking from a dark reddish forest pool — green/yellow mottled plumage, bill touching water, reflection clearly visible. Beautiful and distinctive image. Model wrote East Asian mythological story about the Japanese ""Kappa"" (water spirit with frog head) — no kakapo identification. The pool-drinking posture may have triggered water-creature associations. No species ID, no NZ habitat, no herbivore diet, no EN status. llava16 completely failed on kakapo identification again.",2026-05-05 08:07:15
S0421,iNat_Gorilla_beringei_beringei_03,Gorilla beringei beringei,Mountain gorilla,3,ayavision,mythological,Celtic,0.3,2,forced_evasion,4,3,4,1,3,"SERIAL: S0421
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: Close-up of silverback mountain gorilla eating a leaf — sagittal crest visible, dark fur with silver back tinge, lush green forest vegetation in background. Model Celtic myth correctly identifies as gorilla, Africa, eats ""verdant leaves and fruits"" — accurate for mountain gorilla diet. Habitat: ""dense jungles of Africa"" — imprecise; mountain gorillas are in high-altitude montane cloud forests (2000-4500m) of Uganda/Rwanda/DRC Virunga/Bwindi, not tropical lowland jungle. No scientific name. EN status not mentioned. Conservation threat from human encroachment mentioned.",2026-05-05 08:07:15
S0422,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma4_8b,conservation,,0.7,0,forced_shr1,5,5,5,5,5,"SERIAL: S0422
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 5
R_OVERALL: 5
NOTES: Same panda camera trap image. Excellent conservation report: correct scientific name Ailuropoda melanoleuca, VU status correctly stated, endemic to Sichuan/Shaanxi/Gansu mountain ranges (very specific and accurate), bamboo dietary specialization and mass die-off vulnerability, habitat fragmentation as primary threat, climate change impact on bamboo distribution, exemplary protected area network conservation. Most comprehensive and accurate panda report in the dataset. gemma4_8b excels at conservation format for charismatic megafauna.",2026-05-05 08:07:15
S0423,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,1,forced_shr1,1,3,1,1,1,"SERIAL: S0423
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Same blurry, distant GBIF Plains zebra image (tiny zebra in scrubby savanna). Model identified as ""Grevy's zebra"" — wrong species (labeled as Plains zebra, Equus quagga). Also gets IUCN wrong: says Grevy's zebra is ""Vulnerable"" — actual Grevy's is EN, but the labeled species (Plains zebra) is LC. East Africa grasslands/savannas mentioned — directionally correct. No diet mentioned. Double error: wrong species AND wrong IUCN for the wrong species.",2026-05-05 08:09:07
S0424,iNat_Arctictis_binturong_04,Arctictis binturong,Binturong,2,qwen3vl8b,factual,,0.3,0,forced_evasion,5,5,3,1,4,"SERIAL: S0424
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 4
NOTES: Night photo of binturong in tropical forest canopy — dark fur, glowing red eye-shine, among green leaves. Clearly identifiable. Model correctly IDs as Arctictis binturong with taxonomy note. SE Asia range: Malaysia/Thailand/Indonesia/Vietnam/Cambodia/India — detailed and accurate. Diet: primarily frugivorous, figs/mangoes — correct start. TEXT TRUNCATED at 942 chars after ""Leaves, bark"" — omnivore diet section incomplete and VU status not reached.",2026-05-05 08:09:07
S0425,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen25vl,mythological,West African (Yoruba),0.3,1,forced_shr1,1,3,3,1,1,"SERIAL: S0425
R_SPECIES: 1
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 1
NOTES: Same blurry distant Plains zebra (iNaturalist version). Yoruba myth about ""the Zebu"" — Zebu is domesticated cattle (Bos indicus), not a zebra. Model mentions ""stripes"" suggesting it saw stripes in the image but misidentified. Habitat: African savannas — correct for zebra. Diet: acacia leaves and juicy grasses — partially applicable to zebras (grazers). No IUCN mentioned. The zebra/zebu confusion may stem from phonetic similarity or visual uncertainty at the scale of the blurry image.",2026-05-05 08:09:07
S0426,iNat_Balaenoptera_musculus_02,Balaenoptera musculus,Blue whale,3,qwen2vl2b,childrens,,0.3,0,forced_shr1,4,3,1,1,2,"SERIAL: S0426
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 1
R_IUCN: 1
R_OVERALL: 2
NOTES: Stunning underwater shot of blue whale near surface — enormous mottled blue-grey body with pectoral fin visible, light streaming through water. Unmistakably a blue whale. Model correctly identified as ""blue whale"" and notes ""largest mammals on Earth."" Habitat: ""deep, dark ocean"" — vague but broadly correct (blue whales are ocean-wide). Diet: story is about ""helping small fish swim"" — completely fabricated. Blue whales are filter feeders eating krill (Euphausiidae), not fish. No IUCN (EN) mentioned.",2026-05-05 08:09:07
S0427,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen2vl2b,factual,,0.3,1,forced_shr1,5,4,3,5,3,"SERIAL: S0427
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 3
R_IUCN: 5
R_OVERALL: 3
NOTES: Dramatic photo of mother black rhino with very young calf in dusty acacia bushveld — approaching camera, pointed prehensile upper lip (browser) visible. Model correctly identifies as Black Rhino (Diceros bicornis), CR correctly stated. Sub-Saharan Africa (Kenya/Tanzania/South Africa) correct. Diet errors: says ""grasses"" alongside shrubs/leaves — black rhino is a BROWSER not grazer; grasses are white rhino diet. Behavior errors: ""social animals in groups called harems"" (wrong — solitary), ""trumpeting calls"" (wrong — more snorts/grunts). Horn description as ""long, curved"" is also imprecise.",2026-05-05 08:09:07
S0428,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,2,forced_evasion,5,5,1,5,4,"SERIAL: S0428
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 1
R_IUCN: 5
R_OVERALL: 4
NOTES: Beautiful image of mother giraffe bending neck down to touch/nuzzle calf in open savanna with scattered brush. Model produces excellent conservation report: correct Giraffa camelopardalis, VU status correctly stated (contrasting with S0419 where same model said LC), Sub-Saharan Africa, subspecies-specific complexity noted, habitat fragmentation/poaching/conflict threats detailed. TEXT TRUNCATED before diet section — acacia browse not described. gemma4_8b inconsistent on giraffe IUCN: LC in S0419, correctly VU here.",2026-05-05 08:11:10
S0429,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,gemma4_8b,factual,,0.3,2,forced_shr1,1,1,2,1,1,"SERIAL: S0429
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Same clear palm cockatoo image (black plumage, red facial patch, spectacular crest, against blue sky). Model identified as ""Red-crested Turaco (Tauraco erythrolophus)"" — completely wrong. Turacos are medium-sized African birds, not large black cockatoos. Habitat: West/Central Africa rainforests — wrong (palm cockatoo is New Guinea/Cape York Australia). Diet: frugivorous/insectivorous — fruits partially applicable (palm cockatoo eats seeds/nuts/fruits). IUCN not reached (truncated). gemma4_8b repeatedly fails on this distinctive species across multiple attempts.",2026-05-05 08:11:10
S0430,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,gemma3,conservation,,0.7,0,forced_evasion,5,5,4,5,5,"SERIAL: S0430
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 4
R_IUCN: 5
R_OVERALL: 5
NOTES: Iconic image: wet grizzly bear standing upright inspecting camera on tripod in North American forest — ""Let's BAN trophy hunting!"" text overlay visible. Model correctly identified as Ursus arctos horribilis (grizzly bear), LC status correctly noted with appropriate caveat (""deceptive"" — populations reduced from historical range). Alaska/Canada/NW USA range — correct. Diet: salmon runs specifically cited as vital food source — accurate and specific. Trophy hunting threat woven from image overlay. Model read image text and incorporated it naturally.",2026-05-05 08:11:10
S0431,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma4_8b,mythological,Hindu,0.7,0,forced_shr1,5,4,3,1,4,"SERIAL: S0431
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 4
NOTES: Same panda camera trap image. Hindu myth about the ""Moon-Masked Wanderer."" Notably, the scientific name Ailuropoda melanoleuca is explicitly stated within the myth itself. Bamboo grove setting and ""language of the stalks"" strongly implies bamboo diet without stating it explicitly. Setting: ""Himalayan foothills"" — close but imprecise (actual giant panda range is Sichuan/Shaanxi/Gansu mountain ranges, not Himalayan foothills specifically). IUCN (VU) not reached in shown text — TEXT TRUNCATED. gemma4_8b integrates scientific names naturally even in mythological format.",2026-05-05 08:11:10
S0432,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,1,forced_evasion,4,3,4,2,3,"SERIAL: S0432
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 2
R_OVERALL: 3
NOTES: Same aerial giraffe herd image. Celtic myth about ""the Giraferion"" — correctly identifies as giraffe with ""towering neck and spotted coat."" Diet: ""long tongue deftly plucking leaves from highest branches of acacia trees"" — accurate browser diet for giraffe. Habitat error: says range extends ""from Africa to Asia"" — wrong, giraffes are exclusively African. Conservation: ""vast herds that once moved like waves are dwindling"" — acknowledges population decline but no explicit VU status. Text is short (1004 chars). TEXT TRUNCATED.",2026-05-05 08:11:10
S0433,iNat_Ailurus_fulgens_03,Ailurus fulgens,Red panda,2,qwen3vl8b,childrens,,0.7,0,stratified_random,5,5,3,1,4,"SERIAL: S0433
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 3
R_IUCN: 1
R_OVERALL: 4
NOTES: Red panda peering through mossy mountain tree branches — russet/orange fur, white-edged ears, dark eye markings clearly visible. Model correctly identified as red panda, Nepal misty mountain habitat (also Bhutan/India/China/Myanmar). Coat description accurate. Diet: bamboo leaves correct; honey from beehives is inaccurate (red pandas eat bamboo, berries, fruit, insects, occasionally eggs — not honey). Arboreal napping behavior correct. IUCN (EN) not mentioned. TEXT TRUNCATED — very short story at 784 chars.",2026-05-05 08:13:15
S0434,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,conservation,,0.7,0,forced_evasion,1,2,1,1,1,"SERIAL: S0434
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: IMAGE_MISMATCH: Ursus_maritimus_03.jpg is labeled as polar bear but contains a brown bear at a camera tripod with ""Let's BAN trophy hunting!"" overlay (confirmed mislabeling, consistent with S0337/S0344/S0351/S0370/S0373). Model correctly identified as Ursus arctos (Brown Bear), LC globally — the model correctly saw through the mislabeling. Scoring against LABELED species (polar bear/VU): R_SPECIES=1 (model said brown bear, not polar bear), R_IUCN=1 (says LC vs correct VU for polar bear). Habitat: temperate/boreal forest — correct for brown bear, wrong for polar bear (Arctic/sea ice).",2026-05-05 08:13:15
S0435,GBIF_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,qwen35_9b,factual,,0.7,2,forced_shr1,5,4,1,1,3,"SERIAL: S0435
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 1
R_IUCN: 1
R_OVERALL: 3
NOTES: GBIF quokka in natural scrubby heathland — standing upright, partial human hand/sleeve visible at edge of frame. Model correctly identified as Setonix brachyurus, small size/rounded ears/dark eyes/short tail. Rottnest Island off WA coast — correct. Habitat: shrubland/heathland/forests — correct. Inaccuracy: calls quokkas ""arboreal and semi-arboreal"" — wrong, quokkas are ground-dwelling (they may climb low shrubs but are NOT arboreal). Notes Cape Peron mainland introduction (2012) — accurate bonus detail. Diet and VU status not reached — TEXT TRUNCATED at 1005 chars.",2026-05-05 08:13:15
S0436,iNat_Dermochelys_coriacea_02,Dermochelys coriacea,Leatherback sea turtle,3,idefics3,childrens,,0.7,0,forced_shr1,1,1,1,1,1,"SERIAL: S0436
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Stunning underwater photo of leatherback sea turtle gliding through deep open ocean — smooth leathery carapace (no scutes), large pointed flippers, clearly identifiable as Dermochelys coriacea. Model wrote children's story about generic ""Terry"" the turtle in a coral reef eating seaweed. Critical errors: (1) Leatherbacks are open ocean species, NOT coral reef dwellers. (2) Diet is primarily jellyfish (cnidarians), NOT seaweed. (3) ""Slow and steady pace"" — actually leatherbacks are among the fastest sea turtles and longest-distance migrants. No species ID, no VU status. idefics3 produced a generic turtle story ignoring all diagnostic features.",2026-05-05 08:13:15
S0437,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,qwen3vl8b,factual,,0.3,1,forced_shr1,1,1,1,1,1,"SERIAL: S0437
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Same extremely poor quality whale shark image (blurry dark silhouette, human hand visible, overexposed). Model identified as ""baby angel shark (Squatina squatina)"" — wrong species. Angel sharks are flat benthic rays-like sharks; the dark blob shows a juvenile whale shark held by a human. Habitat: shallow coastal sandy/muddy bottoms — wrong (whale shark is open ocean filter feeder). Diet: ambush predator eating fish — wrong (whale shark is a filter feeder eating plankton/krill/small fish). IUCN (EN) not reached. qwen3vl8b attempted identification where gemma4_8b refused — both wrong outcomes given image quality.",2026-05-05 08:13:15
S0438,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen25vl,factual,,0.7,0,forced_shr1,5,5,5,1,4,"SERIAL: S0438
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 1
R_OVERALL: 4
NOTES: Red panda resting on mossy mountain branch — orange/russet fur, white-edged ears, dark eye markings clearly visible. Model correctly identifies as Red Panda (Ailurus fulgens). Habitat: temperate Himalayan forests, Nepal/eastern India/Bhutan/southern China — accurate. Diet: bamboo ~90%, fruits, nuts, eggs, small birds, rodents — accurate breakdown. Arboreal, solitary, nocturnal/crepuscular — correct behaviors. IUCN error: states ""Vulnerable"" — WRONG, red panda is EN (Endangered). qwen25vl consistently downgrades IUCN categories.",2026-05-05 08:15:10
S0439,iNat_Rhinoceros_unicornis_00,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,West African (Yoruba),0.3,2,forced_evasion,1,1,2,1,1,"SERIAL: S0439
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Same striking image of young Indian rhino (Rhinoceros unicornis) walking on concrete sidewalk in Nepali/Indian town. Model wrote Yoruba myth about ""the elephant (mbe, king of the forest)"" — completely wrong animal. No rhinoceros identification at all. Habitat: West African forests/savannas — wrong continent. Diet: leaves, fruits, bark — partially applicable to rhino as an herbivore. VU (Indian rhino) not mentioned. Mythology framing (West African/Yoruba) may have anchored the model toward elephant despite clear rhino visible.",2026-05-05 08:15:10
S0440,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,gemma4_8b,childrens,,0.7,1,stratified_random,2,3,3,1,2,"SERIAL: S0440
R_SPECIES: 2
R_HABITAT: 3
R_DIET: 3
R_IUCN: 1
R_OVERALL: 2
NOTES: Dark, low-resolution GBIF camera trap image of a spotted felid on snow-covered log pile with debris/structure visible in background — consistent with Russian Far East setting. Poor image quality. Model wrote children's story about ""Barnaby the wild cat"" in snowy woods with spotted coat — no specific species identification. Habitat: snowy forest/woods — partially correct for Amur leopard. Diet: field mice, rabbits — smaller than typical Amur leopard prey (deer, boar) but plausible for a cat. CR status not mentioned. gemma4_8b produced another ""Barnaby"" story — third time using that name.",2026-05-05 08:15:10
S0441,GBIF_Ursus_maritimus_02,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.7,2,forced_shr1,5,5,5,1,4,"SERIAL: S0441
R_SPECIES: 5
R_HABITAT: 5
R_DIET: 5
R_IUCN: 1
R_OVERALL: 4
NOTES: Distant polar bear on fractured Arctic pack ice with open ocean visible behind — quintessential Arctic sea ice habitat. Tiny white figure against blue ice and dark ocean. Model correctly identifies as Ursus maritimus with full taxonomy. Habitat: Arctic marine environments, sea ice platforms — specific and accurate. Diet: obligate carnivore, ringed seals (Pusa hispida) and bearded seals (Erignathus barbatus) specifically named, still-stalking hunting technique, blubber nutrition — excellent detail. IUCN (VU) not reached — TEXT TRUNCATED at 1523 chars before status section.",2026-05-05 08:15:10
S0442,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen2vl2b,mythological,Hindu,0.7,0,stratified_random,4,3,4,1,3,"SERIAL: S0442
R_SPECIES: 4
R_HABITAT: 3
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: Same panda camera trap image. Hindu myth about ""the Pandava"" — correctly identifies as a giant panda (""the Pandava was a giant panda""). Bamboo diet with claws stripping stalks — accurate. Dense forest and mountain habitat mentioned — correct type but no specific geographic range (China/Sichuan not mentioned). Conservation threats: ""forests and mountains where it lived were being [destroyed]"" — TEXT TRUNCATED. No scientific name. VU status not stated. qwen2vl2b correctly identifies species even in mythological format but omits scientific specifics.",2026-05-05 08:15:10
S0443,GBIF_Ursus_arctos_02,Ursus arctos,Grizzly bear,4,gemma3,factual,,0.3,2,forced_shr1,1,2,1,1,1,"SERIAL: S0443
R_SPECIES: 1
R_HABITAT: 2
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: PAW PRINT IMAGE: Multiple bear tracks in snow — large round impressions with claw marks visible, classic Ursus arctos track pattern. Model identified as Gray Wolf (Canis lupus) tracks — wrong species. Wolf tracks are more elongated/canine-shaped; bear tracks are rounded with five toes. Habitat: boreal forests/tundra/mountains — partially overlapping with grizzly range. Diet: wolf diet (ungulates) — wrong for bear. IUCN: Wolf is LC — same as grizzly but for wrong species. Another track image causing complete species failure.",2026-05-05 08:17:34
S0444,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,conservation,,0.7,2,forced_ehr_high,1,1,2,1,1,"SERIAL: S0444
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Same dark, low-resolution GBIF camera trap of spotted felid on snowy log pile (Panthera_pardus_orientalis_01.jpg). Model identified as ""snow leopard"" — wrong species (should be Amur leopard). Snow leopards are from Central Asian high mountains (Pamirs/Hindu Kush/Karakoram); Amur leopards are from Russian Far East temperate forests. IUCN: says NT for snow leopard — wrong both for species (snow leopard is VU) and labeled species (Amur leopard is CR). Diet: deer, wild boar — applicable to Amur leopard but attributed to snow leopard which eats blue sheep/ibex.",2026-05-05 08:17:34
S0445,iNat_Probosciger_aterrimus_01,Probosciger aterrimus,Palm cockatoo,2,qwen2vl2b,childrens,,0.7,0,stratified_random,2,1,1,1,1,"SERIAL: S0445
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 1
R_IUCN: 1
R_OVERALL: 1
NOTES: Beautiful photo of two palm cockatoos facing each other on a bare dead branch — both with spectacular spiky crests fully raised, vivid red cheek patches clearly visible. Unmistakably palm cockatoos. Model called them ""Black Cockatoos"" (partially correct category) in ""the Amazon rainforest"" — completely wrong continent (should be New Guinea/Cape York Peninsula, Australia). Diet: ""birds they loved to feed on"" — completely wrong; palm cockatoos are seed/nut/fruit specialists. The neck-touching behavior noted by model is actually an accurate social bonding observation.",2026-05-05 08:17:34
S0446,iNat_Phocoena_sinus_00,Phocoena sinus,Vaquita,3,llava_interleave,conservation,,0.3,1,forced_shr1,2,1,2,1,1,"SERIAL: S0446
R_SPECIES: 2
R_HABITAT: 1
R_DIET: 2
R_IUCN: 1
R_OVERALL: 1
NOTES: Two vaquita dorsal fins barely visible above calm grey water — classic research monitoring sighting. Watermark ""Sergio Martinez A. / PRIMMA - UABCS"" confirms official vaquita research photo. Model identified as generic ""dolphins"" — vaquitas are porpoises (Phocoenidae), not dolphins (Delphinidae), though both are cetaceans. Habitat: global oceans — wrong; vaquita is exclusively endemic to the northern Gulf of California (Sea of Cortez), Mexico. Diet: fish/invertebrates — partially applicable. IUCN: says ""Vulnerable"" — WRONG, vaquita is CR (world's most endangered marine mammal, estimated <10 individuals).",2026-05-05 08:17:34
S0447,iNat_Ailurus_fulgens_00,Ailurus fulgens,Red panda,2,qwen3vl8b,mythological,Celtic,0.7,1,forced_ehr0,5,4,4,3,4,"SERIAL: S0447
R_SPECIES: 5
R_HABITAT: 4
R_DIET: 4
R_IUCN: 3
R_OVERALL: 4
NOTES: Close-up of red panda eating bamboo leaf from mossy branch — russet fur, dark facial markings, white-tipped ears visible. Model Celtic myth correctly gives scientific name Ailurus fulgens within the narrative. Himalayan mist-shrouded forests — correct habitat. Bamboo as ""forest's quiet heart"" — correct primary diet. ""Hunted by deforestation and human encroachment"" — correct conservation threats. EN status not explicitly stated but strongly implied by ""nearly gone"" and ""a living myth fading."" Dewdrop gathering is mythological invention. ""An Duin"" (Forest Whisperer) is creative Celtic naming. TEXT TRUNCATED at 773 chars.",2026-05-05 08:17:34
S0448,iNat_Loxodonta_africana_01,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.3,1,stratified_random,3,4,4,1,3,"SERIAL: S0448
R_SPECIES: 3
R_HABITAT: 4
R_DIET: 4
R_IUCN: 1
R_OVERALL: 3
NOTES: Forest elephant in lush jungle setting near water. Model uses ""Ellie"" character, no scientific name. Habitat (jungle) accurate for forest elephant image. Diet (leaves/shoots) reasonable. No IUCN mentioned.",2026-05-05 08:20:37
S0449,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,conservation,,0.3,1,forced_shr1,1,1,1,2,1,"SERIAL: S0449
R_SPECIES: 1
R_HABITAT: 1
R_DIET: 1
R_IUCN: 2
R_OVERALL: 1
NOTES: Axolotl in glass container. Model wrote about Pacific giant salamander (Plethodon cinereus) -- wrong species and wrong scientific name. Pacific Northwest habitat wrong (should be Lake Xochimilco, Mexico). CR accidentally correct.",2026-05-05 08:20:37
S0450,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,llava16,childrens,,0.3,1,stratified_random,4,4,3,1,3,"SERIAL: S0450
R_SPECIES: 4
R_HABITAT: 4
R_DIET: 3
R_IUCN: 1
R_OVERALL: 3
NOTES: Blurry distant GBIF zebra image. Zara the zebra -- correctly identified Plains zebra, African grasslands accurate. Diet says tender shoots of acacia tree -- zebras mainly eat grasses, not acacia shoots. No IUCN mentioned.",2026-05-05 08:20:37
