serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0349,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,llava16,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0350,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,qwen35_9b,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0351,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,ayavision,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0352,GBIF_Rhinoceros_unicornis_01,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,Hindu,0.7,2,forced_ehr_high,data\GBIF\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_01.jpg
S0353,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen2vl2b,factual,,0.3,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0354,iNat_Panthera_tigris_tigris_04,Panthera tigris tigris,Bengal tiger,1,idefics3,factual,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_04.jpg
S0355,iNat_Acinonyx_jubatus_02,Acinonyx jubatus,Cheetah,4,ayavision,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_02.jpg
S0356,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma3,childrens,,0.7,2,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0357,iNat_Rhincodon_typus_03,Rhincodon typus,Whale shark,2,ayavision,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_03.jpg
S0358,iNat_Ambystoma_mexicanum_04,Ambystoma mexicanum,Axolotl,2,gemma3,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_04.jpg
S0359,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,llava_interleave,factual,,0.7,1,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0360,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,qwen25vl,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_03.jpg
S0361,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,qwen35_9b,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0362,iNat_Addax_nasomaculatus_00,Addax nasomaculatus,Addax,3,qwen3vl8b,childrens,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_00.jpg
S0363,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,ayavision,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0364,iNat_Balaenoptera_musculus_01,Balaenoptera musculus,Blue whale,3,qwen25vl,mythological,West African (Yoruba),0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_01.jpg
S0365,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,idefics3,childrens,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0366,GBIF_Panthera_pardus_02,Panthera pardus,Leopard,4,llava16,conservation,,0.7,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_02.jpg
S0367,GBIF_Panthera_pardus_orientalis_02,Panthera pardus orientalis,Amur leopard,3,llava_interleave,factual,,0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_02.jpg
S0368,GBIF_Ursus_arctos_02,Ursus arctos,Grizzly bear,4,llava16,childrens,,0.3,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_02.jpg
S0369,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen2vl2b,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0370,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen35_9b,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0371,GBIF_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,ayavision,mythological,Ancient Greek,0.7,0,forced_evasion,data\GBIF\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0372,iNat_Myrmecophaga_tridactyla_02,Myrmecophaga tridactyla,Giant anteater,2,gemma4_8b,mythological,West African (Yoruba),0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Myrmecophaga_tridactyla\Myrmecophaga_tridactyla_02.jpg
S0373,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0374,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen3vl8b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0375,iNat_Ailurus_fulgens_03,Ailurus fulgens,Red panda,2,llava_interleave,childrens,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_03.jpg
S0376,iNat_Tapirus_terrestris_04,Tapirus terrestris,South American tapir,2,llava_interleave,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_04.jpg
S0377,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,qwen2vl2b,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0378,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,qwen25vl,conservation,,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0379,iNat_Hydrochoerus_hydrochaeris_04,Hydrochoerus hydrochaeris,Capybara,2,ayavision,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_04.jpg
S0380,GBIF_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,qwen35_9b,conservation,,0.3,0,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0381,iNat_Panthera_onca_00,Panthera onca,Jaguar,1,gemma3,childrens,,0.3,1,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_00.jpg
S0382,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,conservation,,0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0383,GBIF_Crocodylus_niloticus_02,Crocodylus niloticus,Nile crocodile,4,qwen3vl8b,factual,,0.7,1,forced_evasion,data\GBIF\downloaded\tier4_visually_confusable\Crocodylus_niloticus\Crocodylus_niloticus_02.jpg
S0384,GBIF_Loxodonta_africana_02,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.3,2,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0385,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,ayavision,conservation,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_03.jpg
S0386,iNat_Aquila_chrysaetos_02,Aquila chrysaetos,Golden eagle,4,ayavision,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_02.jpg
S0387,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,qwen3vl8b,childrens,,0.7,1,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_01.jpg
S0388,iNat_Aquila_chrysaetos_01,Aquila chrysaetos,Golden eagle,4,gemma3,mythological,Celtic,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Aquila_chrysaetos\Aquila_chrysaetos_01.jpg
S0389,GBIF_Equus_quagga_02,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_02.jpg
S0390,iNat_Hydrochoerus_hydrochaeris_02,Hydrochoerus hydrochaeris,Capybara,2,gemma4_8b,childrens,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Hydrochoerus_hydrochaeris\Hydrochoerus_hydrochaeris_02.jpg
S0391,iNat_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava_interleave,mythological,Hindu,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0392,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,llava_interleave,conservation,,0.3,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0393,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,mythological,West African (Yoruba),0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0394,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma4_8b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0395,iNat_Arctictis_binturong_01,Arctictis binturong,Binturong,2,gemma3,childrens,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_01.jpg
S0396,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,llava16,conservation,,0.7,2,stratified_random,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_03.jpg
S0397,iNat_Panthera_pardus_orientalis_00,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_00.jpg
S0398,iNat_Panthera_onca_03,Panthera onca,Jaguar,1,llava_interleave,childrens,,0.3,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_03.jpg
S0399,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen35_9b,factual,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0400,iNat_Ursus_americanus_02,Ursus americanus,American black bear,4,qwen35_9b,factual,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_americanus\Ursus_americanus_02.jpg
S0401,iNat_Setonix_brachyurus_01,Setonix brachyurus,Quokka,2,qwen35_9b,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_01.jpg
S0402,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,llava16,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0403,iNat_Loxodonta_africana_02,Loxodonta africana,African elephant,4,qwen25vl,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_02.jpg
S0404,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,factual,,0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0405,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,gemma4_8b,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0406,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,llava16,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0407,iNat_Panthera_tigris_tigris_04,Panthera tigris tigris,Bengal tiger,1,gemma3,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_tigris_tigris\Panthera_tigris_tigris_04.jpg
S0408,GBIF_Ursus_arctos_01,Ursus arctos,Grizzly bear,4,qwen2vl2b,mythological,Ancient Greek,0.7,1,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_01.jpg
S0409,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,qwen25vl,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0410,iNat_Equus_quagga_04,Equus quagga,Plains zebra,1,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_04.jpg
S0411,iNat_Rhinoceros_unicornis_00,Rhinoceros unicornis,Indian rhinoceros,1,idefics3,mythological,West African (Yoruba),0.3,2,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_00.jpg
S0412,iNat_Strigops_habroptila_00,Strigops habroptila,Kakapo,3,qwen2vl2b,factual,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_00.jpg
S0413,iNat_Addax_nasomaculatus_02,Addax nasomaculatus,Addax,3,qwen3vl8b,factual,,0.3,1,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_02.jpg
S0414,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,mythological,West African (Yoruba),0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0415,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_01.jpg
S0416,iNat_Strigops_habroptila_03,Strigops habroptila,Kakapo,3,idefics3,childrens,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_03.jpg
S0417,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,gemma4_8b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0418,GBIF_Loxodonta_africana_00,Loxodonta africana,African elephant,4,gemma3,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_00.jpg
S0419,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0420,iNat_Strigops_habroptila_01,Strigops habroptila,Kakapo,3,llava16,mythological,East Asian (Chinese/Japanese),0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_01.jpg
S0421,iNat_Gorilla_beringei_beringei_03,Gorilla beringei beringei,Mountain gorilla,3,ayavision,mythological,Celtic,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier3_rare_endangered\Gorilla_beringei_beringei\Gorilla_beringei_beringei_03.jpg
S0422,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma4_8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0423,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen2vl2b,conservation,,0.3,1,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0424,iNat_Arctictis_binturong_04,Arctictis binturong,Binturong,2,qwen3vl8b,factual,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_04.jpg
S0425,iNat_Equus_quagga_01,Equus quagga,Plains zebra,1,qwen25vl,mythological,West African (Yoruba),0.3,1,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0426,iNat_Balaenoptera_musculus_02,Balaenoptera musculus,Blue whale,3,qwen2vl2b,childrens,,0.3,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Balaenoptera_musculus\Balaenoptera_musculus_02.jpg
S0427,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen2vl2b,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0428,iNat_Giraffa_camelopardalis_00,Giraffa camelopardalis,Giraffe,1,gemma4_8b,conservation,,0.3,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_00.jpg
S0429,iNat_Probosciger_aterrimus_02,Probosciger aterrimus,Palm cockatoo,2,gemma4_8b,factual,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_02.jpg
S0430,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,gemma3,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0431,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,gemma4_8b,mythological,Hindu,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0432,iNat_Giraffa_camelopardalis_04,Giraffa camelopardalis,Giraffe,1,ayavision,mythological,Celtic,0.7,1,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Giraffa_camelopardalis\Giraffa_camelopardalis_04.jpg
S0433,iNat_Ailurus_fulgens_03,Ailurus fulgens,Red panda,2,qwen3vl8b,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_03.jpg
S0434,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,gemma4_8b,conservation,,0.7,0,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0435,GBIF_Setonix_brachyurus_02,Setonix brachyurus,Quokka,2,qwen35_9b,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_02.jpg
S0436,iNat_Dermochelys_coriacea_02,Dermochelys coriacea,Leatherback sea turtle,3,idefics3,childrens,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Dermochelys_coriacea\Dermochelys_coriacea_02.jpg
S0437,iNat_Rhincodon_typus_01,Rhincodon typus,Whale shark,2,qwen3vl8b,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Rhincodon_typus\Rhincodon_typus_01.jpg
S0438,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,qwen25vl,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
S0439,iNat_Rhinoceros_unicornis_00,Rhinoceros unicornis,Indian rhinoceros,1,llava_interleave,mythological,West African (Yoruba),0.3,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_00.jpg
S0440,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,gemma4_8b,childrens,,0.7,1,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0441,GBIF_Ursus_maritimus_02,Ursus maritimus,Polar bear,1,gemma4_8b,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_02.jpg
S0442,iNat_Ailuropoda_melanoleuca_02,Ailuropoda melanoleuca,Giant panda,1,qwen2vl2b,mythological,Hindu,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_02.jpg
S0443,GBIF_Ursus_arctos_02,Ursus arctos,Grizzly bear,4,gemma3,factual,,0.3,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_02.jpg
S0444,GBIF_Panthera_pardus_orientalis_01,Panthera pardus orientalis,Amur leopard,3,qwen2vl2b,conservation,,0.7,2,forced_ehr_high,data\GBIF\downloaded\tier3_rare_endangered\Panthera_pardus_orientalis\Panthera_pardus_orientalis_01.jpg
S0445,iNat_Probosciger_aterrimus_01,Probosciger aterrimus,Palm cockatoo,2,qwen2vl2b,childrens,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_01.jpg
S0446,iNat_Phocoena_sinus_00,Phocoena sinus,Vaquita,3,llava_interleave,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Phocoena_sinus\Phocoena_sinus_00.jpg
S0447,iNat_Ailurus_fulgens_00,Ailurus fulgens,Red panda,2,qwen3vl8b,mythological,Celtic,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_00.jpg
S0448,iNat_Loxodonta_africana_01,Loxodonta africana,African elephant,4,gemma4_8b,childrens,,0.3,1,stratified_random,data\iNaturalist\downloaded\tier4_visually_confusable\Loxodonta_africana\Loxodonta_africana_01.jpg
S0449,iNat_Ambystoma_mexicanum_01,Ambystoma mexicanum,Axolotl,2,qwen2vl2b,conservation,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_01.jpg
S0450,GBIF_Equus_quagga_01,Equus quagga,Plains zebra,1,llava16,childrens,,0.3,1,stratified_random,data\GBIF\downloaded\tier1_iconic_common\Equus_quagga\Equus_quagga_01.jpg
S0451,iNat_Ursus_arctos_03,Ursus arctos,Grizzly bear,4,llava_interleave,factual,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier4_visually_confusable\Ursus_arctos\Ursus_arctos_03.jpg
S0452,iNat_Alligator_mississippiensis_04,Alligator mississippiensis,American alligator,4,llava_interleave,conservation,,0.3,0,forced_evasion,data\iNaturalist\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_04.jpg
S0453,iNat_Ailurus_fulgens_03,Ailurus fulgens,Red panda,2,llava_interleave,mythological,Ancient Greek,0.7,0,stratified_random,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_03.jpg
S0454,iNat_Probosciger_aterrimus_03,Probosciger aterrimus,Palm cockatoo,2,llava_interleave,childrens,,0.7,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Probosciger_aterrimus\Probosciger_aterrimus_03.jpg
S0455,GBIF_Alligator_mississippiensis_02,Alligator mississippiensis,American alligator,4,gemma4_8b,conservation,,0.7,0,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_02.jpg
S0456,GBIF_Pseudoryx_nghetinhensis_01,Pseudoryx nghetinhensis,Saola,3,gemma4_8b,factual,,0.3,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Pseudoryx_nghetinhensis\Pseudoryx_nghetinhensis_01.jpg
S0457,iNat_Panthera_onca_02,Panthera onca,Jaguar,1,llava16,conservation,,0.7,0,stratified_random,data\iNaturalist\downloaded\tier1_iconic_common\Panthera_onca\Panthera_onca_02.jpg
S0458,GBIF_Strigops_habroptila_02,Strigops habroptila,Kakapo,3,llava16,childrens,,0.7,1,forced_shr1,data\GBIF\downloaded\tier3_rare_endangered\Strigops_habroptila\Strigops_habroptila_02.jpg
S0459,iNat_Diceros_bicornis_04,Diceros bicornis,Black rhino,3,gemma3,conservation,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_04.jpg
S0460,iNat_Tapirus_terrestris_01,Tapirus terrestris,South American tapir,2,gemma3,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Tapirus_terrestris\Tapirus_terrestris_01.jpg
S0461,GBIF_Panthera_pardus_01,Panthera pardus,Leopard,4,gemma3,mythological,Hindu,0.7,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Panthera_pardus\Panthera_pardus_01.jpg
S0462,GBIF_Acinonyx_jubatus_00,Acinonyx jubatus,Cheetah,4,idefics3,factual,,0.7,2,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_00.jpg
S0463,iNat_Arctictis_binturong_02,Arctictis binturong,Binturong,2,gemma3,factual,,0.7,2,forced_evasion,data\iNaturalist\downloaded\tier2_regionally_known\Arctictis_binturong\Arctictis_binturong_02.jpg
S0464,iNat_Ailuropoda_melanoleuca_03,Ailuropoda melanoleuca,Giant panda,1,qwen25vl,childrens,,0.7,0,forced_ehr0,data\iNaturalist\downloaded\tier1_iconic_common\Ailuropoda_melanoleuca\Ailuropoda_melanoleuca_03.jpg
S0465,iNat_Ailurus_fulgens_02,Ailurus fulgens,Red panda,2,gemma3,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Ailurus_fulgens\Ailurus_fulgens_02.jpg
