serial_number,manifest_id,scientific_name,common_name,tier,model_key,format,tradition,temperature,response_idx,pool,image_path
S0350,iNat_Addax_nasomaculatus_03,Addax nasomaculatus,Addax,3,gemma3,conservation,,0.7,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Addax_nasomaculatus\Addax_nasomaculatus_03.jpg
S0351,iNat_Diceros_bicornis_02,Diceros bicornis,Black rhino,3,qwen2vl2b,factual,,0.3,1,forced_shr1,data\iNaturalist\downloaded\tier3_rare_endangered\Diceros_bicornis\Diceros_bicornis_02.jpg
S0352,GBIF_Pan_troglodytes_01,Pan troglodytes,Chimpanzee,1,gemma4_8b,childrens,,0.7,1,forced_ehr0,data\GBIF\downloaded\tier1_iconic_common\Pan_troglodytes\Pan_troglodytes_01.jpg
S0353,GBIF_Alligator_mississippiensis_01,Alligator mississippiensis,American alligator,4,gemma4_8b,conservation,,0.3,1,forced_shr1,data\GBIF\downloaded\tier4_visually_confusable\Alligator_mississippiensis\Alligator_mississippiensis_01.jpg
S0354,GBIF_Rhinoceros_unicornis_02,Rhinoceros unicornis,Indian rhinoceros,1,llava16,mythological,Ancient Greek,0.7,2,forced_evasion,data\GBIF\downloaded\tier1_iconic_common\Rhinoceros_unicornis\Rhinoceros_unicornis_02.jpg
S0355,iNat_Ambystoma_mexicanum_00,Ambystoma mexicanum,Axolotl,2,gemma3,factual,,0.7,1,forced_ehr_high,data\iNaturalist\downloaded\tier2_regionally_known\Ambystoma_mexicanum\Ambystoma_mexicanum_00.jpg
S0356,iNat_Setonix_brachyurus_04,Setonix brachyurus,Quokka,2,gemma3,childrens,,0.3,2,forced_shr1,data\iNaturalist\downloaded\tier2_regionally_known\Setonix_brachyurus\Setonix_brachyurus_04.jpg
S0357,iNat_Acinonyx_jubatus_00,Acinonyx jubatus,Cheetah,4,idefics3,childrens,,0.7,1,forced_ehr0,data\iNaturalist\downloaded\tier4_visually_confusable\Acinonyx_jubatus\Acinonyx_jubatus_00.jpg
S0358,GBIF_Acipenser_sturio_01,Acipenser sturio,European sturgeon,3,qwen3vl8b,childrens,,0.7,0,stratified_random,data\GBIF\downloaded\tier3_rare_endangered\Acipenser_sturio\Acipenser_sturio_01.jpg
S0359,iNat_Ursus_maritimus_03,Ursus maritimus,Polar bear,1,qwen3vl8b,conservation,,0.7,0,forced_shr1,data\iNaturalist\downloaded\tier1_iconic_common\Ursus_maritimus\Ursus_maritimus_03.jpg
S0360,iNat_Hippopotamus_amphibius_02,Hippopotamus amphibius,Hippopotamus,1,qwen35_9b,mythological,East Asian (Chinese/Japanese),0.7,2,forced_evasion,data\iNaturalist\downloaded\tier1_iconic_common\Hippopotamus_amphibius\Hippopotamus_amphibius_02.jpg
